Source,Target,Weight
me,to,1

to,be,1

be,i,1

i,blame,1

blame,myself,1

myself,i,1

i,was,1

was,making,1

making,my,1

my,mark,1

mark,in,1

in,real,1

real,estate,1

estate,and,1

and,business,1

business,and,1

and,it,1

it,was,1

was,very,1

very,hard,1

hard,for,1

for,a,1

a,relationship,1

relationship,to,1

to,compete,1

compete,with,1

with,that,1

that,aspect,1

aspect,of,1

of,my,1

my,life,1

my,kids,1

kids,were,1

were,a,1

a,different,1

different,story,1

story,i,1

i,was,1

was,always,1

always,there,1

there,for,1

for,them,1

them,my,1

my,two,1

two,oldest,1

oldest,sons,1

sons,claim,1

claim,theyre,1

theyre,the,1

the,only,1

only,sons,1

sons,of,1

of,a,1

a,billionaire,1

billionaire,who,1

who,know,1

know,how,1

how,to,1

to,run,1

run,a,1

a,caterpillar,1

caterpillar,d,1

d,while,1

while,my,1

my,daughter,1

daughter,ivankas,1

ivankas,friends,1

friends,were,1

were,vacationing,1

vacationing,in,1

in,the,1

the,south,1

south,of,1

of,france,1

france,she,1

she,was,1

was,in,1

in,new,1

new,york,1

york,working,1

my,children,1

children,have,1

have,great,1

great,mothers,1

mothers,my,1

my,kids,1

kids,were,1

were,raised,1

raised,to,1

to,become,1

become,hardworking,1

hardworking,respectful,1

respectful,adults,1

adults,i,1

i,could,1

could,not,1

not,be,1

be,prouder,1

prouder,of,1

of,them,1

them,we,1

we,never,1

never,had,1

had,any,1

any,of,1

of,the,1

the,drug,1

drug,or,1

or,alcohol,1

alcohol,problems,1

problems,that,1

that,some,1

some,of,1

of,my,1

my,friends,1

friends,families,1

families,have,1

have,had,1

had,to,1

to,deal,1

deal,with,1

with,hopefully,1

hopefully,it,1

it,stays,1

stays,that,1

that,way,1

way,now,1

now,i,1

i,see,1

see,my,1

my,kids,1

kids,becoming,1

becoming,great,1

great,parents,1

growing,up,1

up,in,1

in,queens,1

queens,i,1

i,was,1

was,a,1

a,pretty,1

pretty,tough,1

tough,kid,1

kid,i,1

i,wanted,1

wanted,to,1

to,be,1

be,the,1

the,toughest,1

toughest,kid,1

kid,in,1

in,the,1

the,neighborhood,1

neighborhood,and,1

and,had,1

had,a,1

a,habit,1

habit,of,1

of,mouthing,1

mouthing,off,1

off,to,1

to,everybody,1

everybody,while,1

while,backing,1

backing,down,1

down,to,1

to,no,1

no,one,1

one,honestly,1

honestly,i,1

i,was,1

was,a,1

a,bit,1

bit,of,1

of,a,1

a,troublemaker,1

troublemaker,my,1

my,parents,1

parents,finally,1

finally,took,1

took,me,1

me,out,1

out,of,1

of,school,1

school,and,1

and,sent,1

sent,me,1

me,upstate,1

upstate,to,1

to,the,1

the,new,1

new,york,1

york,military,1

military,academy,1

academy,i,1

i,had,1

had,my,1

my,share,1

share,of,1

of,run,1

run,ins,1

ins,there,1

there,as,1

as,well,1

while,i,1

i,wasnt,1

wasnt,afraid,1

afraid,to,1

to,fight,1

fight,eventually,1

eventually,i,1

i,got,1

got,the,1

the,message,1

message,i,1

i,learned,1

learned,respect,1

respect,for,1

for,other,1

other,people,1

people,i,1

i,learned,1

learned,self,1

self,discipline,1

discipline,by,1

by,the,1

the,time,1

time,i,1

i,was,1

was,a,1

a,senior,1

senior,i,1

i,was,1

was,made,1

made,cadet,1

cadet,captainone,1

captainone,of,1

of,the,1

the,highest,1

highest,ranking,1

ranking,cadets,1

my,religious,1

religious,values,1

values,were,1

were,instilled,1

instilled,in,1

in,me,1

me,by,1

by,my,1

my,mother,1

mother,the,1

the,first,1

first,church,1

church,i,1

i,belonged,1

belonged,to,1

to,was,1

was,the,1

the,first,1

first,presbyterian,1

presbyterian,church,1

church,in,1

in,jamaica,1

jamaica,queens,1

queens,i,1

i,went,1

went,there,1

there,every,1

every,sunday,1

sunday,for,1

for,bible,1

bible,class,1

class,the,1

the,church,1

church,had,1

had,a,1

a,strong,1

strong,influence,1

influence,on,1

on,me,1

me,later,1

later,i,1

i,went,1

went,to,1

to,reverend,1

reverend,norman,1

norman,vincent,1

vincent,peales,1

peales,marble,1

marble,collegiate,1

collegiate,church,1

church,when,1

when,i,1

i,was,1

was,in,1

in,new,1

new,york,1

york,and,1

and,joined,1

joined,bethesda,1

bethesda,by,1

by,the,1

the,sea,1

sea,in,1

in,palm,1

palm,beach,1

beach,florida,1

reverend,peale,1

peale,was,1

was,the,1

the,type,1

type,of,1

of,minister,1

minister,that,1

that,i,1

i,liked,1

liked,and,1

and,i,1

i,liked,1

liked,him,1

him,personally,1

personally,as,1

as,well,1

well,i,1

i,especially,1

especially,loved,1

loved,his,1

his,sermons,1

sermons,he,1

he,would,1

would,instill,1

instill,a,1

a,very,1

very,positive,1

positive,feeling,1

feeling,about,1

about,god,1

god,that,1

that,also,1

also,made,1

made,me,1

me,feel,1

feel,positive,1

positive,about,1

about,myself,1

myself,i,1

i,would,1

would,literally,1

literally,leave,1

leave,that,1

that,church,1

church,feeling,1

feeling,like,1

like,i,1

i,could,1

could,listen,1

listen,to,1

to,another,1

another,three,1

three,sermons,1

i,learned,1

learned,a,1

a,lot,1

lot,from,1

from,norman,1

norman,vincent,1

vincent,peale,1

peale,who,1

who,wrote,1

wrote,the,1

the,classic,1

classic,the,1

the,power,1

power,of,1

of,positive,1

positive,thinking,1

i,think,1

think,people,1

people,are,1

are,shocked,1

shocked,when,1

when,they,1

they,find,1

find,out,1

out,that,1

that,i,1

i,am,1

am,a,1

a,christian,1

christian,that,1

that,i,1

i,am,1

am,a,1

a,religious,1

religious,person,1

person,they,1

they,see,1

see,me,1

me,with,1

with,all,1

all,the,1

the,surroundings,1

surroundings,of,1

of,wealth,1

wealth,so,1

so,they,1

they,sometimes,1

sometimes,dont,1

dont,associate,1

associate,that,1

that,with,1

with,being,1

being,religious,1

religious,thats,1

thats,not,1

not,accurate,1

accurate,i,1

i,go,1

go,to,1

to,church,1

church,i,1

i,love,1

love,god,1

god,and,1

and,i,1

i,love,1

love,having,1

having,a,1

a,relationship,1

relationship,with,1

with,him,1

ive,said,1

said,it,1

it,beforei,1

beforei,think,1

think,the,1

the,bible,1

bible,is,1

is,the,1

the,most,1

most,important,1

important,book,1

book,ever,1

ever,writtennot,1

writtennot,even,1

even,close,1

perhaps,the,1

the,art,1

art,of,1

of,the,1

the,deal,1

deal,is,1

is,second,1

second,just,1

just,kidding,1

ive,had,1

had,a,1

a,good,1

good,relationship,1

relationship,with,1

with,the,1

the,church,1

church,over,1

over,the,1

the,yearsgod,1

yearsgod,is,1

is,in,1

in,my,1

my,life,1

life,every,1

every,day,1

day,i,1

i,dont,1

dont,get,1

get,to,1

to,church,1

church,every,1

every,sunday,1

sunday,but,1

but,i,1

i,do,1

do,go,1

go,as,1

as,often,1

often,as,1

as,i,1

i,can,1

can,a,1

a,lot,1

lot,of,1

of,sundays,1

sundays,when,1

when,theres,1

theres,a,1

a,special,1

special,occasion,1

occasion,and,1

and,always,1

always,on,1

on,the,1

the,major,1

major,holidays,1

holidays,i,1

i,make,1

make,sure,1

sure,i,1

i,am,1

am,there,1

there,people,1

people,like,1

like,to,1

to,give,1

give,me,1

me,bibles,1

bibles,which,1

which,i,1

i,love,1

jimmy,fallon,1

fallon,asked,1

asked,me,1

me,a,1

a,question,1

question,on,1

on,his,1

his,show,1

show,one,1

one,night,1

night,have,1

have,you,1

you,ever,1

ever,apologized,1

apologized,ever,1

ever,in,1

in,your,1

your,whole,1

whole,life,1

i,told,1

told,him,1

him,that,1

that,i,1

i,think,1

think,apologizing,1

apologizing,is,1

is,a,1

a,great,1

great,thingbut,1

thingbut,you,1

you,have,1

have,to,1

to,have,1

have,been,1

been,wrong,1

wrong,then,1

then,i,1

i,promised,1

promised,i,1

i,will,1

will,apologize,1

apologize,in,1

in,the,1

the,distant,1

distant,future,1

future,if,1

if,i,1

i,am,1

am,ever,1

ever,wrong,1

the,audience,1

audience,laughed,1

laughed,as,1

as,they,1

they,should,1

should,have,1

have,if,1

if,you,1

you,want,1

want,to,1

to,know,1

know,if,1

if,ive,1

ive,ever,1

ever,been,1

been,wrong,1

wrong,the,1

the,best,1

best,thing,1

thing,to,1

to,do,1

do,would,1

would,be,1

be,to,1

to,ask,1

ask,my,1

my,kids,1

kids,theyll,1

theyll,tell,1

tell,you,1

you,the,1

the,truth,1

truth,about,1

about,that,1

of,course,1

course,ive,1

ive,done,1

done,things,1

things,wrong,1

wrong,show,1

show,me,1

me,a,1

a,human,1

human,being,1

being,who,1

who,hasnt,1

hasnt,but,1

but,when,1

when,i,1

i,do,1

do,i,1

i,go,1

go,out,1

out,and,1

and,try,1

try,to,1

to,make,1

make,things,1

things,right,1

right,i,1

i,try,1

try,to,1

to,do,1

do,a,1

a,better,1

better,job,1

job,going,1

going,forward,1

i,have,1

have,been,1

been,asked,1

asked,if,1

if,i,1

i,thought,1

thought,the,1

the,gospels,1

gospels,would,1

would,have,1

have,a,1

a,bearing,1

bearing,on,1

on,my,1

my,public,1

public,policy,1

policy,choices,1

choices,that,1

that,question,1

question,has,1

has,been,1

been,asked,1

asked,of,1

of,candidates,1

candidates,for,1

for,political,1

political,office,1

office,since,1

since,al,1

al,smith,1

smith,a,1

a,catholic,1

catholic,ran,1

ran,for,1

for,president,1

president,in,1

in,many,1

many,people,1

people,thought,1

thought,jfk,1

jfk,ended,1

ended,the,1

the,discussion,1

discussion,in,1

in,when,1

when,he,1

he,said,1

said,he,1

he,would,1

would,be,1

be,president,1

president,of,1

of,all,1

all,americans,1

americans,i,1

i,am,1

am,who,1

who,i,1

i,am,1

am,and,1

and,deep,1

deep,down,1

down,the,1

the,gospels,1

gospels,helped,1

helped,make,1

make,me,1

me,that,1

that,person,1

person,in,1

in,business,1

business,i,1

i,dont,1

dont,actively,1

actively,make,1

make,decisions,1

decisions,based,1

based,on,1

on,my,1

my,religious,1

religious,beliefs,1

beliefs,but,1

but,those,1

those,beliefs,1

beliefs,are,1

are,therebig,1

therebig,time,1

what,does,1

does,offend,1

offend,me,1

me,is,1

is,the,1

the,way,1

way,our,1

our,religious,1

religious,beliefs,1

beliefs,are,1

are,being,1

being,treated,1

treated,in,1

in,public,1

public,there,1

there,are,1

are,restrictions,1

restrictions,on,1

on,what,1

what,you,1

you,can,1

can,say,1

say,and,1

and,what,1

what,you,1

you,cant,1

cant,say,1

say,as,1

as,well,1

well,as,1

as,what,1

what,you,1

you,can,1

can,put,1

put,up,1

up,in,1

in,a,1

a,beautiful,1

beautiful,public,1

public,area,1

area,the,1

the,fact,1

fact,is,1

is,that,1

that,our,1

our,deep,1

deep,rooted,1

rooted,religious,1

religious,beliefs,1

beliefs,have,1

have,made,1

made,this,1

this,country,1

country,great,1

great,that,1

that,belief,1

belief,in,1

in,the,1

the,lessons,1

lessons,of,1

of,the,1

the,bible,1

bible,has,1

has,had,1

had,a,1

a,lot,1

lot,to,1

to,do,1

do,with,1

with,our,1

our,growth,1

growth,and,1

and,success,1

thats,our,1

our,tradition,1

tradition,and,1

and,for,1

for,more,1

more,than,1

than,years,1

years,it,1

it,has,1

has,worked,1

worked,very,1

very,well,1

well,for,1

for,years,1

years,youd,1

youd,have,1

have,beautiful,1

beautiful,mangers,1

mangers,in,1

in,public,1

public,spaces,1

spaces,and,1

and,nobody,1

nobody,complained,1

complained,about,1

about,it,1

now,mary,1

mary,and,1

and,the,1

the,baby,1

baby,jesus,1

jesus,are,1

are,seldom,1

seldom,shown,1

shown,even,1

even,the,1

the,word,1

word,christmas,1

christmas,has,1

has,somehow,1

somehow,become,1

become,controversial,1

who,in,1

in,the,1

the,world,1

world,could,1

could,be,1

be,offended,1

offended,by,1

by,someone,1

someone,saying,1

saying,merry,1

merry,christmas,1

christmas,that,1

that,greeting,1

greeting,isnt,1

isnt,critical,1

critical,of,1

of,any,1

any,other,1

other,religion,1

religion,and,1

and,it,1

it,isnt,1

isnt,being,1

being,disrespectful,1

disrespectful,to,1

to,those,1

those,who,1

who,practice,1

practice,another,1

another,religion,1

religion,its,1

its,a,1

a,wonderful,1

wonderful,tradition,1

i,dont,1

dont,understand,1

understand,why,1

why,the,1

the,same,1

same,people,1

people,who,1

who,demand,1

demand,respect,1

respect,for,1

for,their,1

their,beliefs,1

beliefs,often,1

often,dont,1

dont,show,1

show,respect,1

respect,for,1

for,the,1

the,beliefs,1

beliefs,of,1

of,others,1

others,it,1

it,seems,1

seems,like,1

like,every,1

every,week,1

week,there,1

there,is,1

is,a,1

a,negative,1

negative,ruling,1

ruling,on,1

on,some,1

some,issue,1

issue,having,1

having,to,1

to,do,1

do,with,1

with,christianity,1

christianity,i,1

i,think,1

think,its,1

its,outrageous,1

outrageous,totally,1

totally,outrageous,1

outrageous,the,1

the,president,1

president,should,1

should,do,1

do,something,1

something,about,1

about,it,1

it,if,1

if,the,1

the,president,1

president,has,1

has,to,1

to,go,1

go,through,1

through,the,1

the,court,1

court,system,1

system,to,1

to,do,1

do,it,1

it,the,1

the,president,1

president,should,1

should,do,1

do,it,1

it,but,1

but,this,1

this,president,1

president,wont,1

its,well,1

well,known,1

known,i,1

i,am,1

am,not,1

not,fond,1

fond,of,1

of,president,1

president,obama,1

obama,i,1

i,think,1

think,he,1

he,has,1

has,been,1

been,an,1

an,awful,1

awful,president,1

president,his,1

his,inexperience,1

inexperience,and,1

and,arrogance,1

arrogance,have,1

have,been,1

been,very,1

very,costly,1

costly,to,1

to,this,1

this,country,1

country,hes,1

hes,weakened,1

weakened,our,1

our,military,1

military,alienated,1

alienated,our,1

our,allies,1

allies,and,1

and,emboldened,1

emboldened,our,1

our,enemies,1

enemies,hes,1

hes,abused,1

abused,his,1

his,power,1

power,by,1

by,taking,1

taking,executive,1

executive,actions,1

actions,that,1

that,he,1

he,had,1

had,no,1

no,right,1

right,to,1

to,take,1

take,the,1

the,next,1

next,president,1

president,is,1

is,going,1

going,to,1

to,have,1

have,to,1

to,reverse,1

reverse,and,1

and,repeal,1

repeal,many,1

many,of,1

of,the,1

the,actions,1

actions,hes,1

hes,taken,1

i,did,1

did,take,1

take,a,1

a,lot,1

lot,of,1

of,criticism,1

criticism,for,1

for,not,1

not,responding,1

responding,when,1

when,an,1

an,individual,1

individual,made,1

made,what,1

what,some,1

some,people,1

people,considered,1

considered,to,1

to,be,1

be,an,1

an,anti,1

anti,muslim,1

muslim,comment,1

comment,at,1

at,an,1

an,event,1

event,in,1

in,new,1

new,hampshire,1

hampshire,people,1

people,have,1

have,their,1

their,beliefs,1

beliefs,and,1

and,their,1

their,opinions,1

opinions,its,1

its,not,1

not,my,1

my,job,1

job,to,1

to,defend,1

defend,the,1

the,president,1

president,president,1

president,obama,1

obama,would,1

would,never,1

never,defend,1

defend,me,1

anybody,who,1

who,wonders,1

wonders,how,1

how,i,1

i,feel,1

feel,about,1

about,women,1

women,should,1

should,just,1

just,take,1

take,a,1

a,good,1

good,look,1

look,at,1

at,the,1

the,trump,1

trump,organization,1

my,positive,1

positive,feelings,1

feelings,about,1

about,women,1

women,are,1

are,reflected,1

reflected,in,1

in,the,1

the,number,1

number,of,1

of,women,1

women,who,1

who,have,1

have,worked,1

worked,in,1

in,my,1

my,organizations,1

organizations,i,1

i,placed,1

placed,women,1

women,in,1

in,important,1

important,leadership,1

leadership,positions,1

positions,in,1

in,the,1

the,trump,1

trump,organization,1

organization,long,1

long,before,1

before,anybody,1

anybody,else,1

else,gave,1

gave,them,1

them,that,1

that,opportunity,1

opportunity,because,1

because,i,1

i,knew,1

knew,they,1

they,could,1

could,handle,1

handle,it,1

it,i,1

i,was,1

was,the,1

the,first,1

first,developer,1

developer,ever,1

ever,to,1

to,put,1

put,a,1

a,woman,1

woman,in,1

in,charge,1

charge,of,1

of,a,1

a,major,1

major,construction,1

construction,project,1

project,in,1

in,new,1

new,york,1

york,city,1

on,the,1

the,apprentice,1

apprentice,i,1

i,was,1

was,always,1

always,pointing,1

pointing,out,1

out,the,1

the,business,1

business,skills,1

skills,of,1

of,women,1

women,talk,1

talk,to,1

to,any,1

any,of,1

of,the,1

the,women,1

women,who,1

who,worked,1

worked,for,1

for,me,1

me,and,1

and,they,1

they,will,1

will,all,1

all,tell,1

tell,you,1

you,the,1

the,same,1

same,thingi,1

thingi,am,1

am,a,1

a,tough,1

tough,demanding,1

demanding,boss,1

boss,i,1

i,reward,1

reward,success,1

success,and,1

and,i,1

i,penalize,1

penalize,failure,1

failure,i,1

i,treat,1

treat,women,1

women,no,1

no,differently,1

differently,than,1

than,i,1

i,treat,1

treat,the,1

the,men,1

men,who,1

who,work,1

work,for,1

for,me,1

me,i,1

i,give,1

give,women,1

women,the,1

the,responsibility,1

responsibility,they,1

they,earn,1

earn,with,1

with,their,1

their,performance,1

performance,i,1

i,pay,1

pay,them,1

them,the,1

the,same,1

same,promote,1

promote,them,1

them,accordingly,1

accordingly,and,1

and,when,1

when,they,1

they,mess,1

mess,up,1

up,fire,1

fire,them,1

them,the,1

the,same,1

i,couldnt,1

couldnt,be,1

be,more,1

more,proud,1

proud,of,1

of,my,1

my,record,1

record,with,1

with,women,1

maybe,my,1

my,spokesperson,1

spokesperson,on,1

on,this,1

this,subject,1

subject,should,1

should,be,1

be,my,1

my,daughter,1

daughter,ivanka,1

ivanka,i,1

i,take,1

take,a,1

a,tremendous,1

tremendous,amount,1

amount,of,1

of,pride,1

pride,in,1

in,the,1

the,fact,1

fact,that,1

that,my,1

my,children,1

children,not,1

not,only,1

only,work,1

work,with,1

with,me,1

me,but,1

but,when,1

when,im,1

im,criticized,1

criticized,they,1

they,are,1

are,the,1

the,first,1

first,to,1

to,defend,1

defend,me,1

a,new,1

new,game,1

game,in,1

in,town,1

contrary,to,1

to,the,1

the,jokes,1

jokes,i,1

i,dont,1

dont,think,1

think,the,1

the,white,1

white,house,1

house,needs,1
